OBJECTID,CT20,LABEL,ShapeSTArea,ShapeSTLength,centroid_lat,centroid_lon,nearest_facility_any_id,nearest_facility_any_name,nearest_facility_any_distance_km,nearest_facility_any_distance_miles,count_any_within_1km,count_any_within_5km,count_any_within_10km,count_any_within_15km,count_any_within_25km,count_any_within_1mi,count_any_within_3mi,count_any_within_5mi,count_any_within_10mi,count_any_within_15mi,nearest_facility_otp_id,nearest_facility_otp_name,nearest_facility_otp_distance_km,nearest_facility_otp_distance_miles,count_otp_within_1km,count_otp_within_5km,count_otp_within_10km,count_otp_within_15km,count_otp_within_25km,count_otp_within_1mi,count_otp_within_3mi,count_otp_within_5mi,count_otp_within_10mi,count_otp_within_15mi,nearest_facility_mat_id,nearest_facility_mat_name,nearest_facility_mat_distance_km,nearest_facility_mat_distance_miles,count_mat_within_1km,count_mat_within_5km,count_mat_within_10km,count_mat_within_15km,count_mat_within_25km,count_mat_within_1mi,count_mat_within_3mi,count_mat_within_5mi,count_mat_within_10mi,count_mat_within_15mi,nearest_facility_residential_id,nearest_facility_residential_name,nearest_facility_residential_distance_km,nearest_facility_residential_distance_miles,count_residential_within_1km,count_residential_within_5km,count_residential_within_10km,count_residential_within_15km,count_residential_within_25km,count_residential_within_1mi,count_residential_within_3mi,count_residential_within_5mi,count_residential_within_10mi,count_residential_within_15mi,nearest_facility_outpatient_id,nearest_facility_outpatient_name,nearest_facility_outpatient_distance_km,nearest_facility_outpatient_distance_miles,count_outpatient_within_1km,count_outpatient_within_5km,count_outpatient_within_10km,count_outpatient_within_15km,count_outpatient_within_25km,count_outpatient_within_1mi,count_outpatient_within_3mi,count_outpatient_within_5mi,count_outpatient_within_10mi,count_outpatient_within_15mi,nearest_facility_iop_id,nearest_facility_iop_name,nearest_facility_iop_distance_km,nearest_facility_iop_distance_miles,count_iop_within_1km,count_iop_within_5km,count_iop_within_10km,count_iop_within_15km,count_iop_within_25km,count_iop_within_1mi,count_iop_within_3mi,count_iop_within_5mi,count_iop_within_10mi,count_iop_within_15mi,nearest_facility_withdrawal_mgmt_id,nearest_facility_withdrawal_mgmt_name,nearest_facility_withdrawal_mgmt_distance_km,nearest_facility_withdrawal_mgmt_distance_miles,count_withdrawal_mgmt_within_1km,count_withdrawal_mgmt_within_5km,count_withdrawal_mgmt_within_10km,count_withdrawal_mgmt_within_15km,count_withdrawal_mgmt_within_25km,count_withdrawal_mgmt_within_1mi,count_withdrawal_mgmt_within_3mi,count_withdrawal_mgmt_within_5mi,count_withdrawal_mgmt_within_10mi,count_withdrawal_mgmt_within_15mi,nearest_facility_co_occurring_id,nearest_facility_co_occurring_name,nearest_facility_co_occurring_distance_km,nearest_facility_co_occurring_distance_miles,count_co_occurring_within_1km,count_co_occurring_within_5km,count_co_occurring_within_10km,count_co_occurring_within_15km,count_co_occurring_within_25km,count_co_occurring_within_1mi,count_co_occurring_within_3mi,count_co_occurring_within_5mi,count_co_occurring_within_10mi,count_co_occurring_within_15mi,nearest_facility_men_id,nearest_facility_men_name,nearest_facility_men_distance_km,nearest_facility_men_distance_miles,count_men_within_1km,count_men_within_5km,count_men_within_10km,count_men_within_15km,count_men_within_25km,count_men_within_1mi,count_men_within_3mi,count_men_within_5mi,count_men_within_10mi,count_men_within_15mi,nearest_facility_women_id,nearest_facility_women_name,nearest_facility_women_distance_km,nearest_facility_women_distance_miles,count_women_within_1km,count_women_within_5km,count_women_within_10km,count_women_within_15km,count_women_within_25km,count_women_within_1mi,count_women_within_3mi,count_women_within_5mi,count_women_within_10mi,count_women_within_15mi,nearest_facility_youth_id,nearest_facility_youth_name,nearest_facility_youth_distance_km,nearest_facility_youth_distance_miles,count_youth_within_1km,count_youth_within_5km,count_youth_within_10km,count_youth_within_15km,count_youth_within_25km,count_youth_within_1mi,count_youth_within_3mi,count_youth_within_5mi,count_youth_within_10mi,count_youth_within_15mi
5011,104105,1041.05,6292902.130144351,11640.19023094931,34.27615287994012,-118.40469814856891,257,SAN FERNANDO RECOVERY CENTER,2.512,1.561,0,6,16,46,98,0,6,14,48,90,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",5.37,3.337,0,0,4,12,18,0,0,2,12,18,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",5.37,3.337,0,0,2,9,19,0,0,1,9,17,257,SAN FERNANDO RECOVERY CENTER,2.512,1.561,0,2,2,6,26,0,2,2,6,18,257,SAN FERNANDO RECOVERY CENTER,2.512,1.561,0,2,6,22,48,0,2,4,22,40,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",3.998,2.484,0,2,8,16,34,0,2,8,16,34,190,"THE TEEN PROJECT, INC., D.B.A. FREEHAB",10.989,6.829,0,0,0,8,24,0,0,0,8,22,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",3.998,2.484,0,1,3,9,23,0,1,3,9,21,257,SAN FERNANDO RECOVERY CENTER,2.512,1.561,0,2,2,4,22,0,2,2,4,14,217,EL PROYECTO DEL BARRIO,6.097,3.788,0,0,1,8,23,0,0,1,8,23,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",3.998,2.484,0,1,2,2,8,0,1,2,2,8
5012,104108,1041.08,11803024.887549728,18965.773270421323,34.27315461375715,-118.39858213773711,257,SAN FERNANDO RECOVERY CENTER,3.165,1.967,0,6,18,44,102,0,6,14,48,92,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",5.018,3.118,0,0,4,12,18,0,0,2,12,18,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",5.018,3.118,0,0,2,8,20,0,0,1,9,18,257,SAN FERNANDO RECOVERY CENTER,3.165,1.967,0,2,2,6,28,0,2,2,6,20,257,SAN FERNANDO RECOVERY CENTER,3.165,1.967,0,2,6,22,50,0,2,4,22,42,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",3.454,2.147,0,2,10,14,36,0,2,8,16,34,190,"THE TEEN PROJECT, INC., D.B.A. FREEHAB",10.911,6.78,0,0,0,6,24,0,0,0,8,24,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",3.454,2.147,0,1,3,8,25,0,1,3,9,22,257,SAN FERNANDO RECOVERY CENTER,3.165,1.967,0,2,2,4,24,0,2,2,4,16,217,EL PROYECTO DEL BARRIO,6.272,3.897,0,0,1,7,25,0,0,1,8,23,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",3.454,2.147,0,1,2,2,9,0,1,2,2,8
5013,104124,1041.24,48221678.20697704,39589.7121911457,34.2872877581451,-118.37484375494064,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",1.744,1.084,0,6,10,36,106,0,4,8,40,92,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",6.973,4.333,0,0,2,10,18,0,0,2,10,18,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",6.973,4.333,0,0,1,6,21,0,0,1,6,18,257,SAN FERNANDO RECOVERY CENTER,4.869,3.026,0,2,2,6,34,0,0,2,6,20,257,SAN FERNANDO RECOVERY CENTER,4.869,3.026,0,2,4,20,56,0,0,4,20,42,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",1.744,1.084,0,2,4,10,34,0,2,2,12,34,130,"CRI-HELP, INC.",12.797,7.952,0,0,0,4,30,0,0,0,4,24,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",1.744,1.084,0,1,2,7,23,0,1,2,7,21,257,SAN FERNANDO RECOVERY CENTER,4.869,3.026,0,2,2,4,30,0,0,2,4,16,217,EL PROYECTO DEL BARRIO,8.952,5.563,0,0,1,6,25,0,0,0,6,25,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",1.744,1.084,0,1,1,2,8,0,1,1,2,8
5014,104201,1042.01,11732587.448173553,14811.353616133018,34.28650537580619,-118.41611203274763,257,SAN FERNANDO RECOVERY CENTER,1.093,0.679,0,4,16,50,90,4,4,12,50,88,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",6.674,4.147,0,0,4,12,18,0,0,2,12,18,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",6.674,4.147,0,0,2,9,17,0,0,1,9,16,257,SAN FERNANDO RECOVERY CENTER,1.093,0.679,0,2,2,6,18,2,2,2,6,16,257,SAN FERNANDO RECOVERY CENTER,1.093,0.679,0,2,6,22,40,2,2,4,22,38,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",5.17,3.212,0,0,8,16,34,0,0,6,16,34,190,"THE TEEN PROJECT, INC., D.B.A. FREEHAB",11.746,7.299,0,0,0,8,22,0,0,0,8,20,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",5.17,3.212,0,0,3,9,21,0,0,3,9,21,257,SAN FERNANDO RECOVERY CENTER,1.093,0.679,0,2,2,4,14,2,2,2,4,12,217,EL PROYECTO DEL BARRIO,6.407,3.981,0,0,1,8,23,0,0,1,8,21,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",5.17,3.212,0,0,2,2,8,0,0,2,2,8
5015,104203,1042.03,7620036.268527892,11052.528498280986,34.27906277037776,-118.41156641378606,257,SAN FERNANDO RECOVERY CENTER,1.806,1.122,0,6,16,48,92,0,6,14,50,90,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",5.778,3.59,0,0,4,12,18,0,0,2,12,18,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",5.778,3.59,0,0,2,9,18,0,0,1,9,17,257,SAN FERNANDO RECOVERY CENTER,1.806,1.122,0,2,2,6,20,0,2,2,6,18,257,SAN FERNANDO RECOVERY CENTER,1.806,1.122,0,2,6,22,42,0,2,4,22,40,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",4.638,2.882,0,2,8,16,34,0,2,8,16,34,190,"THE TEEN PROJECT, INC., D.B.A. FREEHAB",11.074,6.881,0,0,0,8,24,0,0,0,8,22,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",4.638,2.882,0,1,3,9,22,0,1,3,9,21,257,SAN FERNANDO RECOVERY CENTER,1.806,1.122,0,2,2,4,16,0,2,2,4,14,217,EL PROYECTO DEL BARRIO,5.939,3.69,0,0,1,8,23,0,0,1,8,23,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",4.638,2.882,0,1,2,2,8,0,1,2,2,8
5016,104204,1042.04,28675847.315137956,30208.005178380296,34.28935433411511,-118.39545294654933,259,NORTHEAST VALLEY HEALTH CORPORATION,2.848,1.77,0,6,16,40,90,0,6,10,44,88,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",6.829,4.244,0,0,4,10,18,0,0,2,10,18,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",6.829,4.244,0,0,2,7,17,0,0,1,7,16,257,SAN FERNANDO RECOVERY CENTER,2.978,1.85,0,2,2,6,18,0,2,2,6,16,257,SAN FERNANDO RECOVERY CENTER,2.978,1.85,0,2,6,20,40,0,2,4,20,38,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",3.462,2.151,0,2,8,12,34,0,2,4,14,34,190,"THE TEEN PROJECT, INC., D.B.A. FREEHAB",12.671,7.874,0,0,0,6,22,0,0,0,6,20,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",3.462,2.151,0,1,3,8,21,0,1,2,8,21,257,SAN FERNANDO RECOVERY CENTER,2.978,1.85,0,2,2,4,14,0,2,2,4,12,217,EL PROYECTO DEL BARRIO,7.758,4.82,0,0,1,7,23,0,0,1,7,21,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",3.462,2.151,0,1,2,2,8,0,1,1,2,8
5017,104310,1043.10,16237239.888237996,19099.518165801783,34.27637794178013,-118.42929377216254,257,SAN FERNANDO RECOVERY CENTER,1.32,0.82,0,6,18,58,90,2,4,16,62,88,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",6.025,3.744,0,0,4,16,18,0,0,4,16,18,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",6.025,3.744,0,0,2,13,17,0,0,2,13,16,257,SAN FERNANDO RECOVERY CENTER,1.32,0.82,0,2,2,8,18,2,2,2,10,16,257,SAN FERNANDO RECOVERY CENTER,1.32,0.82,0,2,8,24,40,2,2,6,26,38,217,EL PROYECTO DEL BARRIO,4.86,3.02,0,2,8,22,34,0,0,8,24,34,190,"THE TEEN PROJECT, INC., D.B.A. FREEHAB",10.378,6.449,0,0,0,14,22,0,0,0,16,20,228,PENNY LANE CENTERS,5.969,3.709,0,0,4,12,21,0,0,3,13,21,257,SAN FERNANDO RECOVERY CENTER,1.32,0.82,0,2,2,6,14,2,2,2,8,12,217,EL PROYECTO DEL BARRIO,4.86,3.02,0,1,1,12,23,0,0,1,13,21,228,PENNY LANE CENTERS,5.969,3.709,0,0,2,4,8,0,0,2,5,8
5018,104321,1043.21,5595200.693854222,10641.69844696781,34.27166303101677,-118.41809612509742,257,SAN FERNANDO RECOVERY CENTER,2.043,1.27,0,6,22,48,100,0,4,16,58,90,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",5.138,3.192,0,0,6,12,18,0,0,4,16,18,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",5.138,3.192,0,0,3,9,19,0,0,2,13,17,257,SAN FERNANDO RECOVERY CENTER,2.043,1.27,0,2,2,6,26,0,2,2,8,18,257,SAN FERNANDO RECOVERY CENTER,2.043,1.27,0,2,10,22,48,0,2,6,24,40,217,EL PROYECTO DEL BARRIO,4.921,3.058,0,2,10,16,34,0,0,8,22,34,190,"THE TEEN PROJECT, INC., D.B.A. FREEHAB",10.109,6.281,0,0,0,8,24,0,0,0,14,22,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",5.138,3.192,0,0,4,9,23,0,0,3,12,21,257,SAN FERNANDO RECOVERY CENTER,2.043,1.27,0,2,2,4,22,0,2,2,6,14,217,EL PROYECTO DEL BARRIO,4.921,3.058,0,1,1,8,23,0,0,1,12,23,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",5.255,3.265,0,0,2,2,8,0,0,2,4,8
5019,104322,1043.22,7451302.5366430655,14607.562846115556,34.27424421561647,-118.42188735046524,257,SAN FERNANDO RECOVERY CENTER,1.644,1.021,0,6,20,48,98,0,4,16,62,90,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",5.528,3.435,0,0,6,12,18,0,0,4,16,18,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",5.528,3.435,0,0,3,9,19,0,0,2,13,17,257,SAN FERNANDO RECOVERY CENTER,1.644,1.021,0,2,2,6,26,0,2,2,10,18,257,SAN FERNANDO RECOVERY CENTER,1.644,1.021,0,2,10,22,48,0,2,6,26,40,217,EL PROYECTO DEL BARRIO,4.963,3.084,0,2,8,16,34,0,0,8,24,34,190,"THE TEEN PROJECT, INC., D.B.A. FREEHAB",10.292,6.395,0,0,0,8,24,0,0,0,16,22,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",5.528,3.435,0,0,4,9,23,0,0,3,13,21,257,SAN FERNANDO RECOVERY CENTER,1.644,1.021,0,2,2,4,22,0,2,2,8,14,217,EL PROYECTO DEL BARRIO,4.963,3.084,0,1,1,8,23,0,0,1,13,23,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",5.582,3.469,0,0,2,2,8,0,0,2,5,8
5020,104401,1044.01,7330831.845296077,12432.05345151911,34.2670436676264,-118.43273398177281,257,SAN FERNANDO RECOVERY CENTER,2.393,1.487,0,8,30,60,100,0,6,16,62,90,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",5.295,3.29,0,0,8,16,18,0,0,4,16,18,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",5.295,3.29,0,0,5,13,19,0,0,2,13,17,257,SAN FERNANDO RECOVERY CENTER,2.393,1.487,0,2,4,10,26,0,2,2,10,18,257,SAN FERNANDO RECOVERY CENTER,2.393,1.487,0,2,16,26,48,0,2,6,26,40,217,EL PROYECTO DEL BARRIO,3.783,2.351,0,4,10,24,34,0,2,8,24,34,190,"THE TEEN PROJECT, INC., D.B.A. FREEHAB",9.301,5.78,0,0,2,16,24,0,0,0,16,22,228,PENNY LANE CENTERS,4.943,3.072,0,1,7,13,23,0,0,3,13,21,257,SAN FERNANDO RECOVERY CENTER,2.393,1.487,0,2,2,8,22,0,2,2,8,14,217,EL PROYECTO DEL BARRIO,3.783,2.351,0,1,3,13,23,0,1,1,13,23,228,PENNY LANE CENTERS,4.943,3.072,0,1,2,5,8,0,0,2,5,8
5021,104403,1044.03,7459610.768986814,16071.533404970167,34.258799460182495,-118.4345054373555,217,EL PROYECTO DEL BARRIO,2.894,1.798,0,12,34,60,106,0,12,18,64,100,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",4.684,2.911,0,2,10,16,18,0,2,4,16,18,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",4.684,2.911,0,1,6,13,20,0,1,2,13,19,257,SAN FERNANDO RECOVERY CENTER,3.324,2.066,0,2,4,10,28,0,2,2,10,26,257,SAN FERNANDO RECOVERY CENTER,3.324,2.066,0,4,18,26,50,0,4,8,26,48,217,EL PROYECTO DEL BARRIO,2.894,1.798,0,6,10,24,38,0,6,8,24,34,190,"THE TEEN PROJECT, INC., D.B.A. FREEHAB",8.37,5.201,0,0,2,16,24,0,0,0,16,24,228,PENNY LANE CENTERS,4.143,2.575,0,2,7,13,25,0,2,4,13,23,257,SAN FERNANDO RECOVERY CENTER,3.324,2.066,0,2,2,8,24,0,2,2,8,22,217,EL PROYECTO DEL BARRIO,2.894,1.798,0,1,4,13,25,0,1,1,13,23,228,PENNY LANE CENTERS,4.143,2.575,0,1,2,5,9,0,1,2,5,8
5022,104404,1044.04,5807918.47478888,10935.709464709578,34.26392551933208,-118.4287038069914,257,SAN FERNANDO RECOVERY CENTER,2.699,1.677,0,10,32,58,104,0,8,16,62,100,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",4.8,2.982,0,2,10,16,18,0,2,4,16,18,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",4.8,2.982,0,1,6,13,20,0,1,2,13,19,257,SAN FERNANDO RECOVERY CENTER,2.699,1.677,0,2,4,10,28,0,2,2,10,26,257,SAN FERNANDO RECOVERY CENTER,2.699,1.677,0,4,18,26,50,0,4,6,26,48,217,EL PROYECTO DEL BARRIO,3.658,2.273,0,4,10,22,36,0,2,8,24,34,190,"THE TEEN PROJECT, INC., D.B.A. FREEHAB",9.031,5.612,0,0,2,14,24,0,0,0,16,24,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",4.8,2.982,0,2,7,12,24,0,1,3,13,23,257,SAN FERNANDO RECOVERY CENTER,2.699,1.677,0,2,2,8,24,0,2,2,8,22,217,EL PROYECTO DEL BARRIO,3.658,2.273,0,1,4,12,25,0,1,1,13,23,228,PENNY LANE CENTERS,4.924,3.059,0,1,2,4,8,0,0,2,5,8
5023,104500,1045.00,5715190.493765263,11300.665193115226,34.255515713200026,-118.42576010647267,217,EL PROYECTO DEL BARRIO,3.103,1.928,0,12,32,56,108,0,12,20,60,106,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",3.883,2.413,0,2,10,14,18,0,2,6,16,18,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",3.883,2.413,0,1,6,12,21,0,1,3,13,20,257,SAN FERNANDO RECOVERY CENTER,3.638,2.26,0,2,4,10,28,0,2,2,10,28,257,SAN FERNANDO RECOVERY CENTER,3.638,2.26,0,4,18,24,52,0,4,10,26,50,217,EL PROYECTO DEL BARRIO,3.103,1.928,0,6,10,22,38,0,6,8,24,38,190,"THE TEEN PROJECT, INC., D.B.A. FREEHAB",8.188,5.088,0,0,2,14,24,0,0,0,16,24,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",3.883,2.413,0,2,7,12,26,0,2,4,13,25,257,SAN FERNANDO RECOVERY CENTER,3.638,2.26,0,2,2,8,24,0,2,2,8,24,217,EL PROYECTO DEL BARRIO,3.103,1.928,0,1,4,11,25,0,1,1,13,25,228,PENNY LANE CENTERS,4.516,2.806,0,1,2,4,10,0,1,2,5,9
5024,104610,1046.10,6373155.815260041,11599.538067893576,34.260440385443246,-118.41900493882827,257,SAN FERNANDO RECOVERY CENTER,3.19,1.982,0,8,32,54,106,0,8,16,60,102,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",4.017,2.496,0,2,10,14,18,0,2,4,16,18,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",4.017,2.496,0,1,6,12,20,0,1,2,13,20,257,SAN FERNANDO RECOVERY CENTER,3.19,1.982,0,2,4,8,28,0,2,2,10,28,257,SAN FERNANDO RECOVERY CENTER,3.19,1.982,0,4,18,22,50,0,4,6,26,50,217,EL PROYECTO DEL BARRIO,3.931,2.442,0,2,10,22,38,0,2,8,24,34,190,"THE TEEN PROJECT, INC., D.B.A. FREEHAB",8.894,5.526,0,0,2,14,24,0,0,0,16,24,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",4.017,2.496,0,1,7,12,25,0,1,3,13,24,257,SAN FERNANDO RECOVERY CENTER,3.19,1.982,0,2,2,6,24,0,2,2,8,24,217,EL PROYECTO DEL BARRIO,3.931,2.442,0,1,4,11,25,0,1,1,13,25,228,PENNY LANE CENTERS,5.34,3.318,0,0,2,4,9,0,0,2,5,8
5025,104620,1046.20,5716992.303002924,11300.43661273783,34.25790919934389,-118.42247688395712,257,SAN FERNANDO RECOVERY CENTER,3.402,2.114,0,12,32,54,108,0,8,18,60,104,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",3.927,2.44,0,2,10,14,18,0,2,4,16,18,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",3.927,2.44,0,1,6,12,21,0,1,2,13,20,257,SAN FERNANDO RECOVERY CENTER,3.402,2.114,0,2,4,8,28,0,2,2,10,28,257,SAN FERNANDO RECOVERY CENTER,3.402,2.114,0,4,18,22,52,0,4,8,26,50,217,EL PROYECTO DEL BARRIO,3.505,2.178,0,6,10,22,38,0,2,8,24,36,190,"THE TEEN PROJECT, INC., D.B.A. FREEHAB",8.528,5.299,0,0,2,14,24,0,0,0,16,24,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",3.927,2.44,0,2,7,12,26,0,1,4,13,24,257,SAN FERNANDO RECOVERY CENTER,3.402,2.114,0,2,2,6,24,0,2,2,8,24,217,EL PROYECTO DEL BARRIO,3.505,2.178,0,1,4,11,25,0,1,1,13,25,228,PENNY LANE CENTERS,4.916,3.055,0,1,2,4,10,0,0,2,5,8
5026,104701,1047.01,5925044.8694201745,11097.877343997372,34.26847935225775,-118.41522619147973,257,SAN FERNANDO RECOVERY CENTER,2.479,1.54,0,8,28,48,104,0,8,16,56,92,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",4.718,2.932,0,2,8,12,18,0,2,4,16,18,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",4.718,2.932,0,1,5,9,20,0,1,2,13,18,257,SAN FERNANDO RECOVERY CENTER,2.479,1.54,0,2,4,6,28,0,2,2,8,20,257,SAN FERNANDO RECOVERY CENTER,2.479,1.54,0,4,14,22,50,0,4,6,24,42,217,EL PROYECTO DEL BARRIO,4.814,2.991,0,2,10,16,36,0,2,8,22,34,190,"THE TEEN PROJECT, INC., D.B.A. FREEHAB",9.852,6.122,0,0,2,8,24,0,0,0,14,24,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",4.718,2.932,0,1,5,9,25,0,1,3,12,22,257,SAN FERNANDO RECOVERY CENTER,2.479,1.54,0,2,2,4,24,0,2,2,6,16,217,EL PROYECTO DEL BARRIO,4.814,2.991,0,1,4,8,25,0,1,1,12,23,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",5.043,3.133,0,0,2,2,9,0,0,2,4,8
5027,104703,1047.03,12573746.219412839,15301.049664019276,34.25522986185417,-118.40060063017798,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",3.025,1.88,0,8,34,48,130,0,6,18,54,108,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",3.025,1.88,0,2,10,12,18,0,2,4,14,18,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",3.025,1.88,0,1,6,9,25,0,1,2,12,21,257,SAN FERNANDO RECOVERY CENTER,4.437,2.757,0,2,6,6,48,0,2,2,8,28,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",3.025,1.88,0,4,20,22,72,0,4,6,22,52,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",4.319,2.684,0,2,10,16,40,0,2,10,22,38,190,"THE TEEN PROJECT, INC., D.B.A. FREEHAB",9.058,5.629,0,0,4,8,26,0,0,0,14,24,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",3.025,1.88,0,2,7,9,26,0,2,3,12,26,257,SAN FERNANDO RECOVERY CENTER,4.437,2.757,0,2,4,4,36,0,2,2,6,24,217,EL PROYECTO DEL BARRIO,5.021,3.12,0,0,6,8,40,0,0,1,11,25,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",4.319,2.684,0,1,2,2,11,0,1,2,4,10
5028,104704,1047.04,17900181.912392087,16925.988722807193,34.26253539354287,-118.4088743611491,257,SAN FERNANDO RECOVERY CENTER,3.342,2.077,0,10,30,48,108,0,10,16,54,104,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",3.928,2.441,0,2,8,12,18,0,2,4,14,18,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",3.928,2.441,0,1,5,9,21,0,1,2,12,20,257,SAN FERNANDO RECOVERY CENTER,3.342,2.077,0,2,4,6,28,0,2,2,8,28,257,SAN FERNANDO RECOVERY CENTER,3.342,2.077,0,4,16,22,52,0,4,6,22,50,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",4.645,2.886,0,4,10,16,38,0,4,8,22,36,190,"THE TEEN PROJECT, INC., D.B.A. FREEHAB",9.444,5.869,0,0,2,8,24,0,0,0,14,24,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",3.928,2.441,0,2,6,9,26,0,2,3,12,25,257,SAN FERNANDO RECOVERY CENTER,3.342,2.077,0,2,2,4,24,0,2,2,6,24,217,EL PROYECTO DEL BARRIO,4.791,2.977,0,1,4,8,25,0,1,1,11,25,210,"PHOENIX HOUSES OF LOS ANGELES, INC.",4.645,2.886,0,1,2,2,10,0,1,2,4,9
5029,104821,1048.21,5723796.180689906,11302.24103665927,34.24657535273808,-118.41630768009752,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",2.566,1.594,0,12,34,54,130,0,8,30,60,110,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",2.566,1.594,0,4,10,14,18,0,2,8,16,18,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",2.566,1.594,0,2,6,12,24,0,1,5,13,22,257,SAN FERNANDO RECOVERY CENTER,4.746,2.949,0,2,6,8,48,0,2,4,10,28,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",2.566,1.594,0,6,20,22,72,0,4,16,26,52,217,EL PROYECTO DEL BARRIO,3.317,2.061,0,6,10,22,40,0,4,10,24,40,190,"THE TEEN PROJECT, INC., D.B.A. FREEHAB",7.545,4.688,0,0,4,14,24,0,0,2,16,24,178,"NARCOTIC ADDICTION TREATMENT AGENCY, INC.",2.566,1.594,0,2,7,12,26,0,1,6,13,26,257,SAN FERNANDO RECOVERY CENTER,4.746,2.949,0,2,4,6,36,0,2,2,8,24,217,EL PROYECTO DEL BARRIO,3.317,2.061,0,1,6,11,40,0,1,4,13,26,228,PENNY LANE CENTERS,4.83,3.001,0,1,2,4,11,0,0,2,5,11
